episode_id,seat,final_money,peak_crew,total_hires,first_land_day,elbow_day,tiles_planted,plants_carrot,plants_melon,plants_north,plants_pass,plants_plant,plants_strawberry,plants_tomato,plants_west,plants_wheat,price_carrot_max,price_carrot_min,price_egg_max,price_egg_min,price_fertilizer_max,price_fertilizer_min,price_melon_max,price_melon_min,price_milk_max,price_milk_min,price_strawberry_max,price_strawberry_min,price_tomato_max,price_tomato_min,price_wheat_max,price_wheat_min,price_wool_max,price_wool_min
89138331,0,19512.0,4,106,13.0,0.0,103,0,57,0,0,0,0,9,0,37,42,35,71,50,100,100,281,1,336,160,304,120,97,60,48,25,252,200
89138331,1,19512.0,4,106,13.0,0.0,103,0,57,0,0,0,0,9,0,37,42,35,71,50,100,100,281,1,336,160,304,120,97,60,48,25,252,200
89138791,0,3871.0,8,163,12.0,0.0,155,0,138,0,0,0,0,0,0,17,41,34,72,50,100,26,278,1,301,160,314,120,92,60,55,22,246,200
89138791,1,103310.0,11,233,0.0,17.0,165,33,37,0,0,0,0,0,0,95,41,34,72,50,100,26,278,1,301,160,314,120,92,60,55,22,246,200
89138794,0,18860.0,4,106,13.0,0.0,102,0,59,0,0,0,0,10,0,33,42,35,76,50,100,100,281,13,340,160,303,120,92,60,49,25,248,200
89138794,1,28055.0,7,203,,0.0,86,26,32,0,0,0,3,5,0,20,42,35,76,50,100,100,281,13,340,160,303,120,92,60,49,25,248,200
89138795,0,89766.0,13,249,9.0,11.0,122,8,39,0,0,0,35,14,0,26,42,32,65,50,100,67,278,1,323,160,291,120,107,60,47,25,247,200
89138795,1,44787.0,9,200,,10.0,95,0,16,0,0,0,16,0,0,63,42,32,65,50,100,67,278,1,323,160,291,120,107,60,47,25,247,200
89138796,0,83028.0,11,292,9.0,13.0,115,27,6,0,0,0,4,16,0,62,41,33,58,50,100,36,277,40,306,160,328,120,88,60,45,21,250,200
89138796,1,51465.0,10,247,0.0,10.0,312,0,40,0,0,0,0,0,0,272,41,33,58,50,100,36,277,40,306,160,328,120,88,60,45,21,250,200
89138800,0,45088.0,12,241,10.0,9.0,68,18,27,0,0,0,0,0,0,23,42,31,69,50,100,1,289,250,251,103,299,120,105,60,56,25,243,200
89138800,1,67083.0,11,292,9.0,13.0,115,27,6,0,0,0,4,16,0,62,42,31,69,50,100,1,289,250,251,103,299,120,105,60,56,25,243,200
89138802,0,2358.0,3,58,,0.0,54,2,11,0,0,0,0,0,0,41,42,35,72,50,100,100,293,250,344,160,311,120,94,60,51,25,246,200
89138802,1,3000.0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,42,35,72,50,100,100,293,250,344,160,311,120,94,60,51,25,246,200
89138806,0,74098.0,5,127,0.0,11.0,69,11,24,0,0,0,0,0,0,34,42,33,69,50,100,38,277,13,282,160,299,120,102,60,51,23,250,200
89138806,1,56769.0,12,252,0.0,15.0,241,10,38,0,0,0,27,13,0,153,42,33,69,50,100,38,277,13,282,160,299,120,102,60,51,23,250,200
89138807,0,82416.0,15,355,9.0,18.0,49,18,22,0,0,0,0,0,0,9,42,31,64,50,100,1,277,1,280,160,337,120,101,60,55,21,231,151
89138807,1,47020.0,12,302,0.0,10.0,232,3,32,0,0,0,4,0,0,193,42,31,64,50,100,1,277,1,280,160,337,120,101,60,55,21,231,151
89138808,0,6222.0,0,0,,0.0,2,0,2,0,0,0,0,0,0,0,41,30,70,50,102,100,288,250,361,160,314,120,91,60,48,25,247,200
89138808,1,22603.0,7,112,1.0,0.0,226,62,33,0,0,0,0,43,0,88,41,30,70,50,102,100,288,250,361,160,314,120,91,60,48,25,247,200
89138809,0,29655.0,10,205,10.0,0.0,17,13,0,0,0,0,4,0,0,0,42,34,70,50,100,66,278,186,197,38,286,120,94,60,61,25,248,200
89138809,1,85213.0,13,276,9.0,11.0,118,0,64,0,0,0,32,0,0,22,42,34,70,50,100,66,278,186,197,38,286,120,94,60,61,25,248,200
89138810,0,65872.0,12,288,10.0,11.0,42,6,16,0,0,0,20,0,0,0,42,32,70,50,100,1,278,106,258,1,310,120,105,60,63,25,227,1
89138810,1,52096.0,12,238,10.0,11.0,79,15,35,0,0,0,0,0,0,29,42,32,70,50,100,1,278,106,258,1,310,120,105,60,63,25,227,1
89138811,0,59265.0,11,281,9.0,16.0,8,0,0,0,0,0,1,2,0,5,42,35,51,42,100,1,290,250,256,1,324,120,109,60,66,25,233,200
89138811,1,62074.0,12,245,9.0,19.0,38,13,12,0,0,0,0,4,0,9,42,35,51,42,100,1,290,250,256,1,324,120,109,60,66,25,233,200
89138817,0,54350.0,15,276,9.0,10.0,167,4,27,0,0,0,65,0,0,71,40,29,67,50,100,47,277,13,313,160,313,120,94,60,54,25,248,200
89138817,1,51769.0,14,307,7.0,10.0,269,175,40,0,0,0,0,0,0,54,40,29,67,50,100,47,277,13,313,160,313,120,94,60,54,25,248,200
89138818,0,115610.0,10,282,6.0,12.0,99,10,17,0,0,0,42,0,0,30,42,31,71,50,100,20,278,65,263,160,284,120,103,60,58,25,225,82
89138818,1,106787.0,12,300,10.0,10.0,43,6,16,0,0,0,21,0,0,0,42,31,71,50,100,20,278,65,263,160,284,120,103,60,58,25,225,82
89139296,0,105088.0,11,226,0.0,19.0,158,23,38,0,0,0,0,0,0,97,40,24,70,50,100,29,278,37,319,160,314,120,86,60,49,21,248,200
89139296,1,35722.0,10,296,0.0,11.0,202,76,16,0,0,0,5,17,0,88,40,24,70,50,100,29,278,37,319,160,314,120,86,60,49,21,248,200
89139297,0,42538.0,14,281,10.0,10.0,136,71,12,0,0,0,0,0,0,53,41,35,75,50,100,1,278,62,279,160,302,120,96,60,53,25,246,200
89139297,1,78793.0,13,254,9.0,11.0,120,0,43,0,0,0,29,17,0,31,41,35,75,50,100,1,278,62,279,160,302,120,96,60,53,25,246,200
89139298,0,8281.0,5,66,0.0,0.0,174,48,87,0,0,0,0,0,0,39,42,35,73,50,100,100,280,13,340,160,327,120,84,60,48,25,250,200
89139298,1,32169.0,4,106,13.0,13.0,103,0,57,0,0,0,0,9,0,37,42,35,73,50,100,100,280,13,340,160,327,120,84,60,48,25,250,200
89139299,0,41927.0,12,238,10.0,10.0,21,11,10,0,0,0,0,0,0,0,42,32,76,50,100,16,287,249,243,160,319,120,95,60,59,25,242,200
89139299,1,72505.0,11,292,9.0,13.0,113,28,7,0,0,0,4,16,0,58,42,32,76,50,100,16,287,249,243,160,319,120,95,60,59,25,242,200
89139304,0,25859.0,12,238,10.0,0.0,21,11,10,0,0,0,0,0,0,0,42,32,74,50,100,15,287,248,213,40,302,120,101,60,59,25,244,200
89139304,1,57298.0,11,292,9.0,13.0,116,28,6,0,0,0,4,16,0,62,42,32,74,50,100,15,287,248,213,40,302,120,101,60,59,25,244,200
89139307,0,62151.0,12,241,10.0,19.0,69,29,12,0,0,0,0,0,0,28,42,35,71,50,100,1,277,150,261,95,326,120,96,60,56,25,239,200
89139307,1,59568.0,5,125,0.0,11.0,70,12,27,0,0,0,1,0,0,30,42,35,71,50,100,1,277,150,261,95,326,120,96,60,56,25,239,200
89139310,0,101215.0,13,267,9.0,11.0,142,0,64,0,0,0,36,7,0,35,42,35,51,42,100,1,278,201,246,160,308,120,92,60,61,25,246,200
89139310,1,68369.0,12,286,10.0,18.0,6,0,0,0,0,0,0,1,0,5,42,35,51,42,100,1,278,201,246,160,308,120,92,60,61,25,246,200
89139311,0,32826.0,8,240,13.0,12.0,159,68,31,0,0,0,4,11,0,45,41,25,60,50,102,100,281,197,354,160,310,120,83,57,44,22,253,200
89139311,1,27269.0,7,140,1.0,0.0,251,95,32,0,0,0,0,65,0,59,41,25,60,50,102,100,281,197,354,160,310,120,83,57,44,22,253,200
89139312,0,104154.0,13,317,11.0,18.0,117,7,26,0,0,0,39,7,0,38,42,30,67,50,100,23,278,129,272,160,271,120,102,60,59,25,242,200
89139312,1,111610.0,12,288,10.0,11.0,42,6,16,0,0,0,20,0,0,0,42,30,67,50,100,23,278,129,272,160,271,120,102,60,59,25,242,200
89139313,0,3000.0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,42,35,72,50,100,100,293,250,340,160,294,120,103,60,50,25,252,200
89139313,1,2381.0,3,57,,0.0,51,2,11,0,0,0,0,0,0,38,42,35,72,50,100,100,293,250,340,160,294,120,103,60,50,25,252,200
89139314,0,86601.0,12,304,9.0,18.0,4,0,0,0,0,0,0,1,0,3,42,35,51,43,100,16,278,212,278,160,294,120,103,60,59,25,245,200
89139314,1,79361.0,10,257,9.0,13.0,235,0,33,0,0,0,61,0,0,141,42,35,51,43,100,16,278,212,278,160,294,120,103,60,59,25,245,200
89139315,0,75737.0,7,201,10.0,12.0,36,0,36,0,0,0,0,0,0,0,42,35,73,50,100,1,278,1,268,160,333,120,98,60,61,25,232,161
89139315,1,81026.0,12,251,10.0,12.0,43,0,25,0,0,0,0,0,0,18,42,35,73,50,100,1,278,1,268,160,333,120,98,60,61,25,232,161
89139319,0,68209.0,11,292,9.0,13.0,111,26,7,0,0,0,4,16,0,58,42,33,71,50,100,4,278,62,260,160,263,120,97,60,49,25,250,200
89139319,1,69993.0,16,276,11.0,11.0,208,20,38,0,0,0,39,0,0,111,42,33,71,50,100,4,278,62,260,160,263,120,97,60,49,25,250,200
89139320,0,32072.0,9,233,0.0,10.0,313,0,45,0,0,0,0,0,0,268,42,34,63,50,100,21,277,1,255,160,286,120,100,60,51,21,252,200
89139320,1,96024.0,12,302,11.0,11.0,44,14,15,0,0,0,2,1,0,12,42,34,63,50,100,21,277,1,255,160,286,120,100,60,51,21,252,200
89139796,0,87733.0,9,213,0.0,18.0,181,45,35,0,0,0,0,0,0,101,42,34,57,50,103,18,277,65,277,160,318,120,101,60,50,21,241,200
89139796,1,41024.0,11,250,0.0,11.0,276,0,16,0,0,0,0,0,0,260,42,34,57,50,103,18,277,65,277,160,318,120,101,60,50,21,241,200
89139798,0,3046.0,10,60,0.0,0.0,33,0,33,0,0,0,0,0,0,0,42,35,67,50,100,100,281,13,347,160,308,120,105,60,49,25,253,200
89139798,1,36235.0,4,106,13.0,13.0,103,0,57,0,0,0,0,9,0,37,42,35,67,50,100,100,281,13,347,160,308,120,105,60,49,25,253,200
89139799,0,85791.0,11,292,9.0,13.0,116,28,6,0,0,0,4,16,0,62,42,33,66,50,100,58,278,133,307,160,288,120,99,60,46,22,246,200
89139799,1,76548.0,10,259,10.0,11.0,246,0,34,0,0,0,66,0,0,146,42,33,66,50,100,58,278,133,307,160,288,120,99,60,46,22,246,200
89139803,0,90317.0,12,255,9.0,11.0,109,8,43,0,0,0,33,10,0,15,41,31,71,50,100,61,278,1,278,160,300,120,100,60,58,25,237,200
89139803,1,71224.0,10,213,0.0,17.0,222,37,38,0,0,0,0,0,0,147,41,31,71,50,100,61,278,1,278,160,300,120,100,60,58,25,237,200
89139805,0,73509.0,11,292,9.0,13.0,114,26,6,0,0,0,4,16,0,62,41,32,61,46,100,1,278,195,265,160,317,120,90,60,57,25,249,200
89139805,1,109085.0,13,334,8.0,11.0,51,2,26,0,0,0,12,0,0,11,41,32,61,46,100,1,278,195,265,160,317,120,90,60,57,25,249,200
89139807,0,90351.0,10,221,0.0,17.0,190,41,35,0,0,0,0,0,0,114,42,35,71,50,100,12,277,1,246,160,286,120,94,60,55,22,247,200
89139807,1,55415.0,5,125,0.0,11.0,69,12,27,0,0,0,1,0,0,29,42,35,71,50,100,12,277,1,246,160,286,120,94,60,55,22,247,200
89139811,0,93296.0,10,277,12.0,13.0,36,0,16,0,0,0,20,0,0,0,42,32,70,50,100,36,278,1,296,160,301,120,95,60,57,25,246,200
89139811,1,78872.0,13,271,9.0,11.0,136,8,43,0,0,0,38,30,0,17,42,32,70,50,100,36,278,1,296,160,301,120,95,60,57,25,246,200
89139813,0,49420.0,13,293,15.0,10.0,31,0,0,0,0,0,0,0,0,31,42,35,70,50,100,39,284,219,209,5,293,120,103,60,62,25,239,200
89139813,1,79290.0,10,275,10.0,13.0,137,0,16,0,0,0,121,0,0,0,42,35,70,50,100,39,284,219,209,5,293,120,103,60,62,25,239,200
89139814,0,78786.0,12,288,10.0,11.0,42,6,16,0,0,0,20,0,0,0,42,30,64,50,100,17,278,127,244,91,308,120,101,60,64,25,223,24
89139814,1,79824.0,13,234,9.0,18.0,121,36,38,0,0,0,0,0,0,47,42,30,64,50,100,17,278,127,244,91,308,120,101,60,64,25,223,24
89139816,0,55453.0,11,287,9.0,15.0,5,0,0,0,0,0,0,2,0,3,42,34,51,42,100,1,285,223,223,72,297,120,92,60,65,25,244,200
89139816,1,31638.0,15,365,9.0,10.0,68,18,22,0,0,0,18,0,0,10,42,34,51,42,100,1,285,223,223,72,297,120,92,60,65,25,244,200
89139817,0,88825.0,13,237,9.0,17.0,136,44,33,0,0,0,0,0,0,59,42,30,58,50,100,1,277,28,286,30,297,120,103,60,65,25,237,107
89139817,1,105875.0,12,238,10.0,11.0,79,15,36,0,0,0,0,0,0,28,42,30,58,50,100,1,277,28,286,30,297,120,103,60,65,25,237,107
89139821,0,983.0,5,101,,0.0,138,130,0,0,0,0,0,8,0,0,42,35,77,50,100,100,293,250,344,160,321,120,93,60,50,25,246,200
89139821,1,4448.0,5,102,,0.0,121,0,0,0,0,0,0,17,0,104,42,35,77,50,100,100,293,250,344,160,321,120,93,60,50,25,246,200
89140299,0,46968.0,11,241,0.0,10.0,298,0,34,0,0,0,0,0,0,264,42,34,56,50,100,66,277,1,351,160,318,120,94,60,46,21,246,200
89140299,1,17696.0,8,240,12.0,0.0,191,76,41,0,0,0,5,12,0,57,42,34,56,50,100,66,277,1,351,160,318,120,94,60,46,21,246,200
89140302,0,81041.0,5,128,0.0,11.0,71,10,24,0,0,0,0,0,0,37,42,31,67,50,100,19,277,1,296,160,314,120,107,60,55,22,235,199
89140302,1,68125.0,10,217,0.0,18.0,199,31,33,0,0,0,0,0,0,135,42,31,67,50,100,19,277,1,296,160,314,120,107,60,55,22,235,199
89140306,0,98183.0,12,328,11.0,16.0,30,0,3,0,0,0,27,0,0,0,42,35,74,50,100,1,278,101,274,160,294,120,105,60,58,25,237,24
89140306,1,94277.0,13,274,9.0,11.0,147,0,58,0,0,0,34,22,0,33,42,35,74,50,100,1,278,101,274,160,294,120,105,60,58,25,237,24
89140307,0,93346.0,12,265,9.0,11.0,136,6,52,0,0,0,40,23,0,15,42,31,75,50,100,35,278,86,235,160,312,120,89,60,53,25,248,200
89140307,1,67164.0,11,292,9.0,13.0,116,26,6,0,0,0,4,17,0,63,42,31,75,50,100,35,278,86,235,160,312,120,89,60,53,25,248,200
89140309,0,10534.0,4,106,13.0,0.0,103,0,57,0,0,0,0,9,0,37,42,35,73,50,100,100,278,7,347,160,306,120,89,60,47,25,246,200
89140309,1,31953.0,7,203,11.0,11.0,104,16,33,0,0,0,3,5,0,47,42,35,73,50,100,100,278,7,347,160,306,120,89,60,47,25,246,200
89140313,0,77538.0,11,292,9.0,13.0,115,27,6,0,0,0,4,16,0,62,41,31,69,50,100,58,278,106,265,160,337,120,90,60,55,25,242,200
89140313,1,83935.0,14,322,9.0,11.0,248,154,40,0,0,0,0,0,0,54,41,31,69,50,100,58,278,106,265,160,337,120,90,60,55,25,242,200
89140315,0,75897.0,5,127,0.0,11.0,68,11,24,0,0,0,0,0,0,33,42,33,64,50,100,40,277,1,275,160,333,120,101,60,48,21,246,200
89140315,1,36143.0,10,241,0.0,10.0,297,0,40,0,0,0,0,0,0,257,42,33,64,50,100,40,277,1,275,160,333,120,101,60,48,21,246,200
89140316,0,104462.0,12,245,9.0,19.0,36,13,12,0,0,0,0,2,0,9,42,35,66,50,100,4,278,81,260,160,308,120,111,60,62,25,244,200
89140316,1,96951.0,12,253,9.0,11.0,114,0,51,0,0,0,35,7,0,21,42,35,66,50,100,4,278,81,260,160,308,120,111,60,62,25,244,200
89140320,0,43829.0,10,193,0.0,25.0,104,0,46,0,0,0,19,0,0,39,42,35,68,50,100,100,283,1,351,160,293,120,101,60,50,25,251,200
89140320,1,8994.0,10,190,0.0,0.0,23,0,23,0,0,0,0,0,0,0,42,35,68,50,100,100,283,1,351,160,293,120,101,60,50,25,251,200
89140321,0,65082.0,12,244,9.0,11.0,116,8,40,0,0,0,37,8,0,23,42,32,70,50,100,4,277,1,219,1,297,120,86,60,60,25,252,200
89140321,1,23175.0,10,230,10.0,0.0,31,0,14,0,0,0,5,4,0,8,42,32,70,50,100,4,277,1,219,1,297,120,86,60,60,25,252,200
89140322,0,95754.0,13,345,8.0,11.0,69,8,25,0,0,0,3,0,0,33,42,35,65,49,100,1,278,54,279,160,299,120,107,60,61,25,241,200
89140322,1,78703.0,12,251,10.0,12.0,38,0,24,0,0,0,0,0,0,14,42,35,65,49,100,1,278,54,279,160,299,120,107,60,61,25,241,200
89140795,0,100060.0,11,231,0.0,18.0,155,29,34,0,0,0,0,0,0,92,41,28,70,50,100,5,278,158,264,131,321,120,90,60,59,23,244,200
89140795,1,61611.0,6,143,0.0,18.0,191,79,45,0,0,0,0,0,0,67,41,28,70,50,100,5,278,158,264,131,321,120,90,60,59,23,244,200
89140797,0,59578.0,8,193,0.0,19.0,129,0,29,0,0,0,3,0,0,97,42,35,66,50,100,38,278,1,240,160,310,120,107,60,54,25,248,200
89140797,1,93810.0,12,254,9.0,11.0,131,8,42,0,0,0,36,8,0,37,42,35,66,50,100,38,278,1,240,160,310,120,107,60,54,25,248,200
89140799,0,25501.0,7,203,11.0,0.0,84,29,23,0,0,0,4,4,0,24,41,33,75,50,101,100,278,13,344,160,328,120,87,60,48,25,250,200
89140799,1,20734.0,4,106,13.0,0.0,104,0,57,0,0,0,0,9,0,38,41,33,75,50,101,100,278,13,344,160,328,120,87,60,48,25,250,200
89140800,0,499.0,2,27,0.0,0.0,84,0,0,0,0,0,0,84,0,0,42,35,66,50,100,100,293,250,358,160,304,120,86,60,47,25,253,200
89140800,1,3695.0,1,30,,0.0,68,0,0,0,0,0,0,0,0,68,42,35,66,50,100,100,293,250,358,160,304,120,86,60,47,25,253,200
89140804,0,77593.0,11,292,9.0,13.0,111,26,7,0,0,0,4,16,0,58,42,31,60,46,100,42,278,146,282,160,289,120,90,60,53,25,246,200
89140804,1,56662.0,15,331,11.0,10.0,110,22,29,0,0,0,14,19,0,26,42,31,60,46,100,42,278,146,282,160,289,120,90,60,53,25,246,200
89140806,0,45787.0,12,240,10.0,11.0,76,18,39,0,0,0,0,0,0,19,42,35,73,50,100,26,277,84,269,160,304,120,98,60,55,25,246,200
89140806,1,70122.0,5,125,0.0,11.0,66,12,27,0,0,0,1,0,0,26,42,35,73,50,100,26,277,84,269,160,304,120,98,60,55,25,246,200
89140807,0,56837.0,14,308,15.0,15.0,36,0,0,0,0,0,0,0,0,36,42,35,70,50,100,52,279,232,231,1,307,120,101,60,57,25,233,198
89140807,1,68267.0,8,205,0.0,16.0,162,0,33,0,0,0,2,0,0,127,42,35,70,50,100,52,279,232,231,1,307,120,101,60,57,25,233,198
89140809,0,124449.0,10,281,7.0,10.0,103,5,19,0,0,0,43,0,0,36,42,32,64,50,100,28,278,96,296,160,261,120,100,60,54,25,245,200
89140809,1,107084.0,12,324,11.0,11.0,177,56,22,0,0,0,16,6,0,77,42,32,64,50,100,28,278,96,296,160,261,120,100,60,54,25,245,200
89140810,0,23141.0,6,176,,0.0,99,20,29,0,0,0,5,9,0,36,42,35,73,50,100,100,290,250,332,160,305,120,107,60,51,25,250,200
89140810,1,3391.0,0,0,,0.0,15,0,0,0,0,0,0,0,0,15,42,35,73,50,100,100,290,250,332,160,305,120,107,60,51,25,250,200
89140814,0,50134.0,10,248,12.0,10.0,42,3,19,0,0,0,2,3,0,15,42,33,65,50,100,8,282,231,268,1,306,120,93,60,61,25,249,200
89140814,1,62033.0,11,292,9.0,12.0,115,27,6,0,0,0,4,16,0,62,42,33,65,50,100,8,282,231,268,1,306,120,93,60,61,25,249,200
89141287,0,91698.0,9,212,0.0,17.0,182,40,34,0,0,0,0,0,0,108,42,35,60,50,100,30,277,1,274,160,304,120,101,60,49,21,244,200
89141287,1,30595.0,10,224,0.0,10.0,325,0,44,0,0,0,0,0,0,281,42,35,60,50,100,30,277,1,274,160,304,120,101,60,49,21,244,200
89141290,0,79271.0,12,326,13.0,16.0,80,4,4,0,0,0,6,0,0,66,42,35,71,50,100,1,278,148,243,126,271,120,100,60,55,25,240,196
89141290,1,90329.0,12,273,9.0,11.0,124,0,63,0,0,0,30,2,0,29,42,35,71,50,100,1,278,148,243,126,271,120,100,60,55,25,240,196
89141294,0,40088.0,4,106,13.0,13.0,103,0,57,0,0,0,0,9,0,37,42,35,68,50,100,100,278,10,365,160,329,120,104,60,46,25,247,200
89141294,1,20640.0,3,57,0.0,0.0,324,154,14,0,0,0,4,8,0,144,42,35,68,50,100,100,278,10,365,160,329,120,104,60,46,25,247,200
89141297,0,71005.0,11,292,9.0,13.0,112,26,7,0,0,0,4,16,0,59,42,32,64,50,100,18,277,154,251,133,319,120,103,60,54,25,250,200
89141297,1,76262.0,5,126,0.0,11.0,66,11,27,0,0,0,0,0,0,28,42,32,64,50,100,18,277,154,251,133,319,120,103,60,54,25,250,200
89141299,0,61153.0,10,294,,14.0,26,4,21,0,0,0,0,0,0,1,42,35,61,50,100,15,277,13,235,160,314,120,92,60,61,25,236,199
89141299,1,102230.0,13,235,9.0,18.0,141,64,33,0,0,0,0,0,0,44,42,35,61,50,100,15,277,13,235,160,314,120,92,60,61,25,236,199
89141300,0,43299.0,13,234,9.0,15.0,143,53,34,0,0,0,0,0,0,56,42,33,63,50,100,16,277,91,223,1,307,120,103,60,63,25,223,11
89141300,1,64164.0,12,288,10.0,11.0,42,6,16,0,0,0,20,0,0,0,42,33,63,50,100,16,277,91,223,1,307,120,103,60,63,25,223,11
89141302,0,66625.0,5,127,0.0,11.0,68,11,24,0,0,0,0,0,0,33,42,33,52,43,100,33,277,1,308,160,318,120,105,60,47,21,252,200
89141302,1,38448.0,11,246,0.0,10.0,295,0,34,0,0,0,0,0,0,261,42,33,52,43,100,33,277,1,308,160,318,120,105,60,47,21,252,200
89141304,0,73431.0,11,292,9.0,13.0,115,27,6,0,0,0,4,16,0,62,41,32,70,50,100,3,280,195,253,160,294,120,89,60,50,22,252,200
89141304,1,82811.0,8,240,0.0,12.0,154,13,42,0,0,0,27,4,0,68,41,32,70,50,100,3,280,195,253,160,294,120,89,60,50,22,252,200
89141306,0,77446.0,11,289,10.0,16.0,4,0,0,0,0,0,0,1,0,3,42,35,51,42,100,1,278,236,249,160,330,120,92,60,60,25,243,200
89141306,1,95529.0,8,210,9.0,13.0,131,0,27,0,0,0,0,0,0,104,42,35,51,42,100,1,278,236,249,160,330,120,92,60,60,25,243,200
89141780,0,93328.0,12,256,9.0,11.0,128,0,52,0,0,0,36,2,0,38,42,35,68,50,100,8,278,13,256,160,308,120,100,60,57,25,239,125
89141780,1,92420.0,10,293,,14.0,28,3,18,0,0,0,0,0,0,7,42,35,68,50,100,8,278,13,256,160,308,120,100,60,57,25,239,125
89141783,0,46028.0,9,200,,10.0,95,0,16,0,0,0,16,0,0,63,42,35,73,50,100,100,278,4,336,160,283,120,107,60,42,23,252,200
89141783,1,25810.0,9,170,0.0,0.0,156,0,54,0,0,0,10,0,0,92,42,35,73,50,100,100,278,4,336,160,283,120,107,60,42,23,252,200
89141784,0,72299.0,11,303,9.0,11.0,120,29,7,0,0,0,4,16,0,64,42,35,66,50,100,23,277,167,225,147,304,120,97,60,53,25,248,200
89141784,1,72902.0,12,310,10.0,10.0,40,0,20,0,0,0,20,0,0,0,42,35,66,50,100,23,277,167,225,147,304,120,97,60,53,25,248,200
89141785,0,44909.0,14,315,7.0,10.0,274,186,40,0,0,0,0,0,0,48,38,26,68,50,100,31,277,1,310,160,304,120,103,60,58,23,226,37
89141785,1,87161.0,11,227,0.0,18.0,166,20,37,0,0,0,0,0,0,109,38,26,68,50,100,31,277,1,310,160,304,120,103,60,58,23,226,37
89141786,0,30900.0,7,181,11.0,8.0,86,34,5,0,0,0,4,6,0,37,42,35,70,50,100,83,281,13,340,160,299,120,94,60,46,25,246,200
89141786,1,43919.0,4,106,13.0,13.0,103,0,57,0,0,0,0,9,0,37,42,35,70,50,100,83,281,13,340,160,299,120,94,60,46,25,246,200
89141788,0,26439.0,12,245,9.0,0.0,38,13,12,0,0,0,0,4,0,9,42,30,64,50,100,7,277,129,224,1,314,120,98,60,66,25,223,11
89141788,1,53410.0,13,233,9.0,10.0,176,84,34,0,0,0,0,0,0,58,42,30,64,50,100,7,277,129,224,1,314,120,98,60,66,25,223,11
89141789,0,50700.0,11,292,9.0,13.0,115,27,6,0,0,0,4,16,0,62,42,33,77,50,100,3,281,150,208,61,312,120,86,60,56,25,237,129
89141789,1,86795.0,7,200,10.0,12.0,36,0,36,0,0,0,0,0,0,0,42,33,77,50,100,3,281,150,208,61,312,120,86,60,56,25,237,129
89141790,0,94013.0,13,320,11.0,20.0,101,7,19,0,0,0,44,11,0,20,42,35,68,50,100,38,277,46,264,160,263,120,103,60,57,25,247,200
89141790,1,79843.0,12,310,10.0,10.0,40,0,20,0,0,0,20,0,0,0,42,35,68,50,100,38,277,46,264,160,263,120,103,60,57,25,247,200
89141792,0,74493.0,5,127,0.0,11.0,69,10,23,0,0,0,0,0,0,36,42,25,77,50,100,65,277,7,273,160,276,120,94,60,52,25,248,200
89141792,1,54955.0,10,280,0.0,11.0,248,66,36,0,0,0,146,0,0,0,42,25,77,50,100,65,277,7,273,160,276,120,94,60,52,25,248,200
89141794,0,61910.0,13,350,8.0,11.0,58,7,24,0,0,0,13,0,0,14,42,35,69,49,100,1,278,40,205,1,297,120,105,60,59,25,241,200
89141794,1,74761.0,12,323,11.0,11.0,231,54,22,0,0,0,16,7,0,132,42,35,69,49,100,1,278,40,205,1,297,120,105,60,59,25,241,200
89141795,0,23684.0,11,222,11.0,0.0,59,0,45,0,0,0,10,0,0,4,42,33,74,50,100,33,277,1,259,160,315,120,94,60,57,25,246,200
89141795,1,79211.0,5,127,0.0,11.0,69,11,24,0,0,0,0,0,0,34,42,33,74,50,100,33,277,1,259,160,315,120,94,60,57,25,246,200
89141796,0,2359.0,3,58,,0.0,54,2,11,0,0,0,0,0,0,41,42,35,71,50,100,100,292,250,340,160,314,120,111,60,51,25,246,200
89141796,1,6094.0,0,0,,0.0,3,0,3,0,0,0,0,0,0,0,42,35,71,50,100,100,292,250,340,160,314,120,111,60,51,25,246,200
89141797,0,36672.0,11,242,0.0,10.0,305,0,35,0,0,0,0,0,0,270,42,35,54,43,100,40,277,1,344,160,304,120,98,60,46,21,250,200
89141797,1,48457.0,11,239,0.0,10.0,287,0,35,0,0,0,0,0,0,252,42,35,54,43,100,40,277,1,344,160,304,120,98,60,46,21,250,200
89142288,0,77380.0,12,318,8.0,12.0,130,9,7,0,0,0,8,0,0,106,42,29,61,46,100,32,278,31,254,160,303,120,88,60,57,25,249,200
89142288,1,84322.0,13,258,9.0,11.0,115,8,51,0,0,0,20,11,0,25,42,29,61,46,100,32,278,31,254,160,303,120,88,60,57,25,249,200
89142290,0,172964.0,14,331,0.0,11.0,118,13,43,0,0,0,62,0,0,0,41,28,70,50,100,1,278,94,302,7,253,120,105,60,65,25,224,1
89142290,1,84576.0,12,245,9.0,18.0,35,13,12,0,0,0,0,1,0,9,41,28,70,50,100,1,278,94,302,7,253,120,105,60,65,25,224,1
89142295,0,74603.0,5,128,0.0,11.0,73,10,24,0,0,0,0,0,0,39,42,31,71,50,100,35,277,13,252,160,304,120,92,60,50,22,250,200
89142295,1,45995.0,9,197,0.0,16.0,217,35,33,0,0,0,0,0,0,149,42,31,71,50,100,35,277,13,252,160,304,120,92,60,50,22,250,200
